Photo ID;Title;Description;Photo URL;Photo date;Photo height;Photo width;Photo Licence;Album ID;Album name;Source URL;Tags
34020799382.0;Blowing cosmic bubbles;"This entrancing image shows a few of the tenuous threads that comprise Sh2-308, a faint and wispy shell of gas located 5200 light-years away in the constellation of Canis Major (the Great Dog). 

Sh2-308 is a large bubble-like structure wrapped around an extremely large, bright type of star known as a Wolf-Rayet star — this particular star is called EZ Canis Majoris. These type of stars are among the brightest and most massive stars in the universe, tens of times more massive than our own Sun, and they represent the extremes of stellar evolution. Thick winds continually poured off the progenitors of such stars, flooding their surroundings and draining the outer layers of the Wolf-Rayet stars. The fast wind of a Wolf-Rayet star therefore sweeps up the  surrounding material to form bubbles of gas. 

EZ Canis Majoris is responsible for creating the bubble of Sh2-308 — the star threw off its outer layers to create the strands visible here. The intense and ongoing radiation from the star pushes the bubble out further and further, blowing it bigger and bigger. Currently the edges of Sh2-308 are some 60 light-years apart! 

As beautiful as these cosmic bubbles are, they are fleeting. The same stars that form them will also cause their death, eclipsing and subsuming them in violent supernova explosions.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/9797e25628a6d9893993da5b258914a2;2016-10-19;1063.0;1041.0;CC BY;7.21576677179e+16;Hubble's Latest;https://www.flickr.com/photos/nasahubble/34020799382/in/album-72157667717916600;ezcanismajoris sh2308
31339441186.0;Spotlight on IC 3583;"This delicate blue group of stars — actually an irregular galaxy named IC 3583 — sits some 30 million light-years away in the constellation of Virgo (the Virgin). 

It may seem to have no discernable structure, but IC 3583 has been found to have a bar of stars running through its center. These structures are common throughout the universe, and are found within the majority of spiral, many irregular, and some lenticular galaxies. Two of our closest cosmic neighbors, the Large and Small Magellanic Clouds, are barred, indicating that they may have once been barred spiral galaxies that were disrupted or torn apart by the gravitational pull of the Milky Way. 

Something similar might be happening with IC 3583. This small galaxy is thought to be gravitationally interacting with one of its neighbors, the spiral Messier 90. Together, the duo form a pairing known as Arp 76. It’s still unclear whether these flirtations are the cause of IC 3583’s irregular appearance — but whatever the cause, the galaxy makes for a strikingly delicate sight, glimmering in the blackness of space, in this Hubble Space Telescope image.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/fb25970d1cb5f6ef6c0a3eb9611635ea;2016-11-28;1026.0;1041.0;CC BY;7.21576677179e+16;Hubble's Latest;https://www.flickr.com/photos/nasahubble/31339441186/in/album-72157667717916600;ic3583
30952176712.0;A subtle swarm;"This Hubble image shows NGC 4789A, a dwarf irregular galaxy in the constellation of Coma Berenices. It certainly lives up to its name — the stars that call this galaxy home are smeared out across the sky in an apparently disorderly and irregular jumble, giving NGC 4789A a far more subtle and abstract appearance than its glitzy spiral and elliptical cousins. 

These stars may look as if they have been randomly sprinkled on the sky, but they are all held together by gravity. The colors in this image have been deliberately exaggerated to emphasize the mix of blue and red stars. The blue stars are bright, hot, and massive stars that have formed relatively recently, whereas the red stars are much older. The presence of both tells us that stars have been forming in this galaxy throughout its history. 

At a distance of just over 14 million light-years away NGC 4789A is relatively close to us, allowing us to see many of the individual stars within its bounds. This image also reveals numerous other galaxies, far more distant, that appear as fuzzy shapes spread across the image.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/5265452d53d91720d218b5c6a609145e;2016-11-14;648.0;1041.0;CC BY;7.21576677179e+16;Hubble's Latest;https://www.flickr.com/photos/nasahubble/30952176712/in/album-72157667717916600;ngc4789a
28163291031.0;Launch of Space Shuttle Atlantis on STS-125 Mission;"Space Shuttle Atlantis and its seven-member STS-125 crew head toward Earth orbit and rendezvous with NASA's Hubble Space Telescope. Liftoff was on time at 2:01 p.m. EDT on May 11, 2009, from Launch Pad 39A at NASA's Kennedy Space Center. 

Onboard were astronauts Scott Altman, commander; Gregory C. Johnson, pilot; Michael Good, Megan McArthur, John Grunsfeld, Mike Massimino and Andrew Feustel, all mission specialists. 

Atlantis' 12-day flight included five spacewalks that refurbished and upgraded the telescope with state-of-the-art science instruments that expanded Hubble's capabilities and extended its operational lifespan. The payload included the Wide Field Camera 3, a fine guidance sensor and the Cosmic Origins Spectrograph.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/540b8e7747bbbceb191c0205cf88666a;2009-05-11;1600.0;2400.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28163291031/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle launch spaceshuttleatlantis kennedyspacecenter
28240993325.0;Launch of Space Shuttle Atlantis on STS-125 Mission;"Space Shuttle Atlantis and its seven-member STS-125 crew head toward Earth orbit and rendezvous with NASA's Hubble Space Telescope. Liftoff was on time at 2:01 p.m. EDT on May 11, 2009, from Launch Pad 39A at NASA's Kennedy Space Center. 

Onboard were astronauts Scott Altman, commander; Gregory C. Johnson, pilot; Michael Good, Megan McArthur, John Grunsfeld, Mike Massimino and Andrew Feustel, all mission specialists. 

Atlantis' 12-day flight included five spacewalks that refurbished and upgraded the telescope with state-of-the-art science instruments that expanded Hubble's capabilities and extended its operational lifespan. The payload included the Wide Field Camera 3, a fine guidance sensor and the Cosmic Origins Spectrograph.";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/b405c7a2741452c875bfc94ac36beb57;2009-05-11;3000.0;2000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28240993325/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle launch kennedyspacecenter spaceshuttleatlantis
27412543474.0;T-38 Flyover;Two NASA T-38 jet trainer aircraft fly over the Space Shuttle Endeavour on Pad 39-B at the Kennedy Space Center. After Atlantis launched from Pad A (out of frame), Endeavour was moved from Pad B to Pad A to support the STS-127 mission. At the time, Endeavour was being prepared as a backup vehicle for Atlantis, and would have been designated STS-400 if in the unlikely event it had been needed for a rescue flight. The two pictured aircraft were piloted by Jack Nickel (in jet with tail number 62, top) and Charles Justiz (in jet with tail number 24).;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/09dbee82d8f77b057f6cf931d34e668b;2009-04-17;2832.0;4256.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27412543474/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle spaceshuttleendeavour kennedyspacecenter t38 launchpad
28072728232.0;Good Poses for a Photo on the Shuttle Atlantis Middeck;STS-125 Mission Specialist 1 (MS1) Michael Good poses for a photo on the shuttle middeck. Pilot Gregory C. Johnson is visible on the left, facing away from camera.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/e9c89d61316640268b00a09c31400f63;2009-05-13;2025.0;3072.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28072728232/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission astronauts shuttlemission spaceshuttle
28072728482.0;McArthur Poses for a Photo on the Shuttle Atlantis Middeck;STS-125 Mission Specialist 2 (MS2) Megan McArthur poses for a photo among stowage on the middeck. A pair of scissors and a fork float in front of her.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/649b946e9032ee4d66a553aa96a90a22;2009-05-12;2038.0;3072.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/28072728482/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle astronaut
27412543674.0;Training in the JSC Neutral Buoyancy Lab;"Astronaut Mike Massimino, STS-125 mission specialist, holds home plate from New York City's Shea Stadium during a break from training in the Neutral Buoyancy Lab near NASA's Johnson Space Center (JSC). The plate later flew with the STS-125 crew aboard the Space Shuttle Atlantis. 

Photo Credit: NASA";https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/d5e3ea9153f4dbac2a43ed4505674e72;2007-12-18;2000.0;3008.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 4;https://www.flickr.com/photos/nasahubble/27412543674/in/album-72157670398668400;hubble hubblespacetelescope nasa sts125 servicingmission4 hubbleservicingmission shuttlemission spaceshuttle homeplate astronaut
28051076152.0;HST, deployment during second servicing mission;Backdropped against the darkness of space, the Hubble Space Telescope (HST) is lifted by the Remote Manipulator System (RMS) from its berth in the cargo bay of the Earth-orbiting Space Shuttle Discovery following its servicing by the astronauts and just prior to its release back into space. Two teams of space walkers alternated Extravehicular Activity (EVA) days to complete five total days of servicing chores on the orbiting HST observatory.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/ea0f07f2ae4ef28e307f20bec6d8f3c4;2016-07-07;2889.0;3000.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3A;https://www.flickr.com/photos/nasahubble/28051076152/in/album-72157670398668400;hubble hubblespacetelescope nasa servicingmission servicingmission3a sts103
27411450134.0;Astronaut John M. Grunsfeld;Astronaut John M. Grunsfeld, payload commander, peers into the crew cabin of the Space Shuttle Columbia during the first STS-109 extravehicular activity (EVA-1) on March 4, 2002. Grunsfeld's helmet visor, with the sunshield now in place, displays mirrored images of the Earth's hemisphere and the Space Shuttle Columbia's aft cabin. The distorted reflection gives the crew cabin a cyclops-like appearance. Astronauts Grunsfeld and Richard M. Linnehan replaced the starboard solar array on the Hubble Space Telescope (HST) on the first of five scheduled STS-109 space walks. The lower portion of the giant telescope can be seen behind the payload commander. The image was recorded with a digital still camera by a crewmate on shuttle's aft flight deck.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/8c5d7d4fc7c5baec3989de61769ce92d;2016-07-01;1996.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27411450134/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27990756566.0;Astronaut John M. Grunsfeld and Richard M. Linnehan EVA;Astronaut John M. Grunsfeld (foreground), payload commander, is seen at one end of stowed solar panels in the cargo bay of the Space Shuttle Columbia while astronaut Richard M. Linnehan, mission specialist, uses the Remote Manipulator System's robotic arm to move around at the other end. The two, participating in the first of their assigned STS-109 space walks to perform work on the Hubble Space Telescope (HST), went on to replace the giant telescope’s starboard solar array. Their seven-hour space walk ended at 7:38 a.m. (CST) or 13:38 GMT March 4, 2002.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/6141e14a345a146408efc4479600173e;2016-07-01;1996.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990756566/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27990754366.0;Astronaut James H. Newman;Astronaut James H. Newman, mission specialist, returns to a stowage area in the cargo bay of the Space Shuttle Columbia during the STS-109 mission's second day of extravehicular activity (EVA). Astronauts Newman and Michael J. Massimino worked to replace the second set of solar arrays on the Hubble Space Telescope (HST). The image was recorded with a digital still camera.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/19c59f5c6033cfb3cd8834df3dea99cc;2016-07-01;1996.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990754366/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
27990757216.0;Astronauts John M. Grunsfeld and Richard M. Linnehan;Astronauts John M. Grunsfeld (left), payload commander, and Richard M. (Rick) Linnehan, mission specialist, are just moments away from going from a crowded situation into a more spacious venue as they prepare to egress the airlock of the Space Shuttle Columbia for the first of their assigned STS-109 space walks to perform work on the Hubble Space Telescope (HST). The two went on to replace the giant telescope’s starboard solar array during a space walk that ended at 7:38 a.m. (CST) or 13:38 GMT March 4, 2002.;https://www.datastro.eu/api/v2/catalog/datasets/nasahubble/files/21574651b2331e23aa887e0674c3f540;2016-07-01;1978.0;3032.0;CC BY;7.21576703987e+16;Hubble Servicing Mission 3B;https://www.flickr.com/photos/nasahubble/27990757216/in/album-72157670398668400;hubble hubblespacetelescope servicingmission nasa servicingmission3b sts109
